Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy
533,2012,England,Hospital,86,10,0.116,0.9,0.7,0,0.778,0.222,0.1,0.3,0.4,0.2,0,1.5,0.6,0.6,0.6,7,6.48,5.1,0.4,0.444,0.333,0.333,0.444,0,0,0,0,0.667,0.2,1,0.804,0.531,0.727,0.583,0.424,1,0,0.303,0.646,0.499,1,0
534,2012,England,Site,677,77,0.114,0.948,0.819,0.013,0.701,0.286,0.026,0.234,0.571,0.169,0,2,0.9,0.5,0.2,6.1,5.7,3.8,0.069,0.612,0.51,0.327,0.163,0.041,0.5,0.014,0.014,0.091,0.154,0.802,0.752,0.723,0.617,0.84,0.248,0.848,0.249,0.136,0.513,0.771,0.555,0
535,2012,England,Hospital,384,61,0.159,0.984,0.914,0.034,0.695,0.271,0.066,0.311,0.344,0.279,0,0.1,0.6,0.5,0.7,6.8,6.7,4.5,0.133,0.325,0.175,0.25,0.25,0.05,1,0.5,0.603,0.096,0.291,0.916,0.788,0.631,0.877,0.925,0.247,0.934,0.196,0.139,0.482,0.91,0.764,0
536,2012,England,Hospital,219,28,0.128,0.964,0.893,0.036,0.643,0.321,0.036,0.25,0.321,0.393,0,5.3,0.7,0.4,0.3,6.7,6.7,5.2,0.481,0.556,0.333,0.444,0.333,0.08,0,0.12,0.16,0.125,0.167,1,0.855,0.752,0.821,1,0.608,0.829,0.352,0.284,0.808,1,0.642,0
537,2012,England,Hospital,280,57,0.204,0.842,0.927,0.07,0.596,0.333,0.053,0.439,0.368,0.14,0,2.1,0.6,1.2,0.4,7,6.9,3.9,0.255,0.326,0.174,0.196,0.283,0.036,1,0.018,0.018,0.071,0.28,0.871,0.822,0.64,0.908,0.909,0.587,0.846,0.191,0.142,0.518,0.777,0.594,0
538,2012,England,Hospital,272,69,0.254,0.29,0.846,0.043,0.797,0.159,0,0.485,0.368,0.118,0.029,1.4,0.5,1.2,0.5,6.2,5.4,2.4,0.328,0.534,0.328,0.293,0.224,0.029,0,0.106,0.136,0.118,0.206,0.763,0.446,0.366,0.646,0.747,0.244,0.72,0.396,0.261,0.524,0.812,0.629,0.043
539,2012,England,Hospital,498,94,0.189,0.691,0.967,0.043,0.785,0.172,0.043,0.277,0.532,0.149,0,1.5,0.8,0.7,0.3,6.8,6.3,4.2,0.309,0.361,0.278,0.139,0.167,0.064,0.5,0.258,0.29,0.06,0.236,0.928,0.923,0.767,0.708,0.843,0.454,0.928,0.213,0.167,0.631,0.916,0.76,0
540,2012,England,Hospital,252,28,0.111,1,0.926,0,0.607,0.393,0.037,0.37,0.519,0.074,0,4.4,1.5,0.6,4.1,7,6.9,5.6,0.143,0.4,0.15,0.25,0.2,0,0.75,0.321,0.321,0.148,0.321,1,0.799,0.815,0.956,0.902,0.527,0.951,0.054,0.115,0.419,0.86,0.794,0
541,2012,England,Hospital,261,28,0.107,0.893,0.885,0.107,0.679,0.214,0,0.214,0.643,0.143,0,4.4,1.1,0.7,0.2,6.8,6.7,4.5,0.286,0.375,0.333,0.125,0.083,0.037,1,1,1,0,0.148,1,0.613,0.545,1,1,0.231,1,0.176,0.105,0.432,0.444,0.449,0
542,2012,England,Hospital,421,70,0.166,0.957,0.891,0.043,0.783,0.174,0.057,0.386,0.386,0.171,0,2.1,0.5,1,1.1,6.8,6.5,4.3,0.6,0.327,0.204,0.143,0.102,0.071,0.4,0.209,0.254,0.102,0.273,0.86,1,0.845,0.828,1,0.916,0.938,0.193,0.275,0.662,0.844,0.792,0
543,2012,England,Hospital,597,89,0.149,0.91,0.93,0.069,0.759,0.172,0.034,0.253,0.517,0.195,0,1,0.8,0.2,0.1,6.9,6.4,3.6,0.279,0.477,0.354,0.2,0.262,0.09,0.5,0.303,0.315,0.096,0.195,0.94,0.909,0.8,0.917,1,0.594,0.907,0.21,0.214,0.623,0.908,0.937,0
544,2012,England,Hospital,399,69,0.173,0.928,0.877,0.045,0.606,0.348,0.087,0.304,0.377,0.232,0,2.8,0.5,4.1,0.7,6.9,6.3,3.7,0.515,0.519,0.423,0.288,0.365,0.06,0,0.358,0.418,0.063,0.179,1,0.76,0.665,0.787,0.904,0.281,0.919,0.148,0.191,0.574,0.743,0.789,0
545,2012,England,Site,421,84,0.2,0.69,0.952,0.096,0.759,0.145,0.06,0.277,0.518,0.133,0.012,2.8,0.4,0.8,0.2,6.9,6.7,3.5,0.235,0.394,0.07,0.366,0.225,0.06,1,0.831,0.892,0.115,0.241,0.697,0.507,0.466,0.593,0.697,0.188,0.719,0.16,0.168,0.411,0.629,0.464,0.012
546,2012,England,Hospital,348,49,0.141,0.796,0.857,0.082,0.694,0.224,0.043,0.261,0.478,0.217,0,3,0.7,0.2,0.5,6.8,5.9,3.2,0.326,0.432,0.27,0.243,0.108,0.146,0.286,0.277,0.362,0.135,0.283,0.933,0.819,0.469,1,0.816,0.433,0.748,0.118,0.168,0.548,0.732,0.864,0
547,2012,England,Hospital,607,82,0.135,0.939,0.866,0.037,0.744,0.22,0.062,0.37,0.432,0.111,0.025,1.6,0.9,0,0,6.8,6.3,3.2,0.402,0.446,0.308,0.323,0.231,0.063,0.2,0.208,0.273,0.096,0.329,0.838,0.88,0.652,0.746,0.636,0.25,0.829,0.167,0.141,0.551,0.854,0.712,0.012
548,2012,England,Site,613,76,0.124,0.934,0.919,0.158,0.605,0.237,0.135,0.405,0.365,0.095,0,1.9,0.9,0.5,0.4,6.6,6.5,4.6,0.289,0.294,0.098,0.196,0.157,0.097,0.286,0.627,0.672,0.08,0.173,0.948,0.949,0.786,0.901,0.948,0.679,1,0.119,0.107,0.605,0.932,0.916,0.026
549,2012,England,Hospital,451,72,0.16,0.944,0.871,0.056,0.597,0.347,0.043,0.343,0.414,0.157,0.043,1.5,0.4,0,0.6,6.7,6.4,4.5,0.371,0.404,0.281,0.228,0.228,0.155,0.7,0.352,0.38,0.161,0.239,0.968,0.508,0.629,1,0.84,0.347,0.978,0.268,0.25,0.637,0.873,0.633,0.014
550,2012,England,Hospital,457,50,0.109,0.94,0.9,0.12,0.78,0.1,0.1,0.48,0.36,0.06,0,3.8,1.3,1.2,1.1,6.9,6.6,3.9,0.44,0.279,0.14,0.14,0.163,0.12,0.333,0.32,0.5,0.13,0.306,0.913,0.843,0.795,0.92,0.789,0.307,0.921,0.571,0.269,0.817,0.935,0.486,0
551,2012,England,Hospital,280,54,0.193,1,1,0.078,0.843,0.078,0.148,0.241,0.352,0.259,0,2.1,1.1,1.1,0.9,6.9,6.4,4.9,0.574,0.211,0.158,0.079,0.132,0.056,1,0.315,0.389,0.075,0.167,0.868,1,1,0.662,1,0.631,1,0.454,0.315,0.487,0.715,0.634,0
552,2012,England,Hospital,446,116,0.26,0.888,0.911,0.053,0.64,0.307,0.079,0.272,0.412,0.237,0,0.6,0.3,0.2,0.4,6.5,6.2,4.2,0.27,0.397,0.256,0.231,0.244,0.043,0.5,0.115,0.124,0.094,0.189,0.823,0.823,0.474,0.507,1,0.204,1,0.244,0.204,0.192,1,0.626,0.034
553,2012,England,Hospital,663,95,0.143,0.947,0.846,0.074,0.67,0.255,0.053,0.309,0.394,0.213,0.032,2.2,1.7,0.4,1.3,6.6,6.1,3.9,0.446,0.29,0.081,0.226,0.177,0.022,0.5,0.122,0.189,0.051,0.122,0.832,0.824,0.633,0.821,0.902,0.398,0.828,0.22,0.222,0.574,0.762,0.638,0.011
554,2012,England,Hospital,316,42,0.133,0.738,0.897,0.071,0.714,0.214,0.071,0.31,0.5,0.119,0,1.2,0.6,0,0.3,6.2,6,4,0.31,0.333,0.242,0.152,0.212,0.049,0,0.024,0.098,0.065,0.179,0.882,0.488,0.505,0.776,0.814,0.404,0.917,0.209,0.157,0.441,0.596,0.65,0.024
555,2012,England,Hospital,660,36,0.055,0.806,0.971,0.265,0.647,0.088,0.147,0.412,0.382,0.059,0,2.1,1.8,1.3,0.7,6.7,6.7,4.1,0.486,0.154,0.077,0.077,0.077,0.206,0.4,0.515,0.606,0.111,0.185,0.975,0.68,0.668,0.69,0.849,0.402,0.929,0.041,0.128,0.519,0.928,0.764,0
556,2012,England,Hospital,377,66,0.175,0.985,0.934,0.121,0.712,0.167,0.03,0.364,0.379,0.227,0,0.5,1,0,0,6.5,6.5,5,0.273,0.167,0.095,0.095,0.071,0.015,0,0,0,0.067,0.131,0.818,0.841,0.775,0.958,1,0.714,0.966,0.102,0,0.764,1,0.852,0
557,2012,England,Hospital,418,49,0.117,0.939,0.881,0.106,0.681,0.213,0.022,0.333,0.444,0.2,0,3.4,0.6,2.2,1.1,6.7,6.3,5.3,0.163,0.444,0.25,0.278,0.278,0.041,1,0.063,0.063,0.136,0.095,1,0.915,0.909,1,1,0.314,1,0.135,0.079,0.656,0.898,0.799,0
558,2012,England,Hospital,455,71,0.156,0.944,0.877,0.056,0.704,0.239,0.057,0.343,0.443,0.157,0,1.5,0.2,0.3,0.1,6.4,5.6,3.7,0.225,0.397,0.328,0.172,0.276,0.087,0.75,0.116,0.203,0.098,0.2,0.819,0.549,0.569,0.754,0.859,0.465,0.826,0.258,0.426,0.546,0.832,0.61,0
559,2012,England,Hospital,283,31,0.11,0.742,0.966,0.065,0.839,0.097,0.1,0.167,0.4,0.3,0.033,2.4,2.8,0.4,0.2,6.5,5.4,3.8,0.214,0.529,0.353,0.176,0.176,0.161,0.4,0.217,0.217,0.273,0.316,0.607,0.608,0.608,0.801,0.735,0.471,0.65,0.153,0.503,0.4,0.879,0.359,0
560,2012,England,Hospital,494,95,0.192,0.674,0.674,0.078,0.667,0.256,0.033,0.337,0.457,0.163,0.011,0.9,0.6,0.1,0.3,6.7,6,3.3,0.341,0.487,0.269,0.295,0.218,0.075,0.286,0.33,0.341,0.118,0.182,0.667,0.587,0.439,0.714,0.911,0.18,0.741,0.236,0.142,0.434,0.704,0.666,0.054
561,2012,England,Hospital,511,90,0.176,0.889,0.854,0.135,0.596,0.27,0.08,0.295,0.489,0.136,0,0.8,0.4,0.1,0,6.9,5.8,3.8,0.395,0.219,0.078,0.141,0.141,0.118,0.2,0.217,0.229,0.071,0.181,0.929,0.528,0.549,0.83,0.921,0.408,0.926,0.198,0.105,0.473,0.795,0.676,0.022
562,2012,England,Hospital,357,44,0.123,1,0.864,0.068,0.818,0.114,0.091,0.273,0.5,0.136,0,3.5,0.9,0,0.5,7,6.8,4.7,0.209,0.194,0.129,0.097,0.129,0.093,0,0.024,0.048,0.156,0.122,0.931,0.836,0.943,0.944,0.926,0.544,0.967,0.153,0.212,0.61,0.975,0.728,0
563,2012,England,Hospital,477,86,0.18,0.953,0.949,0.058,0.663,0.279,0.07,0.279,0.337,0.314,0,1.3,0.8,0.3,0.3,6.8,6,3.8,0.247,0.569,0.293,0.431,0.31,0.048,0.75,0.855,0.964,0.154,0.2,0.839,0.591,0.591,0.835,0.799,0.315,0.816,0.314,0.322,0.606,0.826,0.579,0.012
564,2012,England,Hospital,414,66,0.159,0.985,0.885,0.106,0.682,0.212,0.063,0.188,0.531,0.203,0.016,2.6,1.3,0.1,0.3,6.9,6.4,5.9,0.348,0.255,0.149,0.106,0.064,0.091,0.667,0.889,0.926,0.033,0.161,0.949,0.888,0.821,0.833,1,0.725,0.938,0.141,0.107,0.762,0.894,0.849,0
565,2012,England,Hospital,823,129,0.157,0.86,0.742,0.132,0.589,0.279,0.103,0.349,0.381,0.135,0.032,0.8,1.1,1.5,0.5,6.9,6.3,3.8,0.266,0.367,0.204,0.204,0.286,0.12,0.923,0.565,0.609,0.125,0.218,0.926,0.803,0.742,1,0.88,0.454,0.816,0.173,0.115,0.869,0.758,0.779,0.078
566,2012,England,Hospital,632,112,0.177,0.857,0.892,0.038,0.663,0.298,0.094,0.17,0.472,0.236,0.028,2,1.2,0.3,0.5,6.9,6.5,4.7,0.324,0.415,0.317,0.134,0.146,0.096,0.9,0.769,0.904,0.068,0.139,0.891,0.69,0.698,0.82,0.932,0.589,0.837,0.224,0.217,0.534,0.751,0.777,0.029
567,2012,England,Hospital,944,148,0.157,0.912,0.8,0.048,0.619,0.333,0.082,0.313,0.374,0.163,0.068,0.5,0.3,0.3,0,6.9,6.5,4.5,0.288,0.38,0.222,0.213,0.204,0.101,0.533,0.177,0.286,0.053,0.202,0.743,0.66,0.542,0.803,0.881,0.391,0.938,0.286,0.26,0.592,0.769,0.588,0
568,2012,England,Site,436,62,0.142,0.855,0.621,0,0.79,0.21,0.016,0.29,0.452,0.242,0,1.9,0.7,0.3,0.8,6.5,6.2,4.4,0.274,0.409,0.205,0.295,0.114,0.048,0.667,0.18,0.426,0.038,0.071,0.832,0.622,0.622,0.679,0.739,0.543,0.967,0.07,0.225,0.543,0.891,0.802,0
569,2012,England,Hospital,1012,174,0.172,0.914,0.766,0.104,0.538,0.358,0.07,0.357,0.357,0.187,0.029,1.1,0.7,0.3,0.5,6.5,6.3,4.1,0.387,0.342,0.219,0.202,0.246,0.118,0.667,0.228,0.299,0.092,0.143,0.888,0.758,0.603,0.897,0.909,0.473,0.893,0.199,0.167,0.56,0.817,0.649,0.046
570,2012,England,Hospital,767,85,0.111,0.918,0.823,0.072,0.506,0.422,0.171,0.317,0.317,0.195,0,2.3,1.1,0.5,0.1,6.7,6.3,3.8,0.329,0.429,0.222,0.333,0.286,0.214,0.706,0.232,0.232,0.079,0.2,0.822,0.686,0.609,0.844,0.92,0.392,0.789,0.221,0.14,0.57,0.897,0.634,0.024
571,2012,England,Hospital,488,72,0.148,0.889,0.931,0.042,0.736,0.222,0.111,0.361,0.361,0.167,0,1.5,0.4,0.3,1.1,6.9,6.8,4.5,0.472,0.241,0.111,0.148,0.093,0.097,0.571,0.347,0.458,0.159,0.319,0.888,0.739,0.697,0.843,0.974,0.464,0.836,0.357,0.286,0.558,0.848,0.72,0.083
572,2012,England,Hospital,200,42,0.21,0.548,0.513,0.024,0.31,0.667,0.049,0.366,0.463,0.122,0,1.9,1.5,0.9,2.9,6.7,6.7,4.7,0.524,0.129,0.032,0.097,0.065,0,1,0.472,0.472,0.103,0.122,0.972,0.846,0.791,0.957,0.76,0.488,0.896,0.234,0.134,0.697,0.961,0.791,0.357
573,2012,England,Hospital,552,97,0.176,0.557,0.719,0.135,0.531,0.333,0.065,0.462,0.301,0.161,0.011,2,2,0.4,1.1,6.7,6.4,3.2,0.266,0.405,0.23,0.311,0.23,0.158,0.333,0.266,0.309,0.156,0.238,0.792,0.716,0.586,0.759,0.796,0.439,0.883,0.3,0.227,0.388,0.874,0.651,0.072
574,2012,England,Hospital,330,56,0.17,0.589,0.889,0.13,0.722,0.148,0.054,0.321,0.411,0.179,0.036,3.1,1,1.6,1.4,6.9,5.5,2.6,0.302,0.31,0.214,0.19,0.167,0.089,0.6,0.125,0.179,0.054,0.192,0.81,0.69,0.657,0.694,0.73,0.513,0.812,0.499,0.353,0.459,0.839,0.595,0
575,2012,England,Hospital,380,77,0.203,0.506,0.944,0.149,0.649,0.203,0.081,0.27,0.568,0.081,0,1.4,0.5,0,0,6.6,5.6,3.5,0.299,0.441,0.338,0.235,0.221,0.143,0.727,0.132,0.145,0.051,0.175,0.724,0.695,0.603,0.789,0.835,0.203,0.794,0.214,0.214,0.629,0.855,0.661,0.013
576,2012,England,Hospital,724,100,0.138,0.56,0.697,0.111,0.556,0.333,0.061,0.449,0.388,0.092,0.01,1.3,1,0.1,1.2,6.6,6.4,4.1,0.181,0.528,0.417,0.222,0.264,0.133,0.538,0.2,0.244,0.129,0.214,0.689,0.555,0.421,0.672,0.671,0.378,0.839,0.3,0.245,0.566,0.806,0.615,0.1
577,2012,England,Hospital,450,37,0.082,0.865,0.973,0.108,0.784,0.108,0.027,0.243,0.514,0.216,0,2.7,0.5,0.4,0.1,7,6.4,4.5,0.378,0.333,0.2,0.167,0.133,0.108,1,0.216,0.243,0.138,0.273,1,0.818,0.657,0.851,0.732,0.298,0.627,0.189,0.142,0.753,0.78,0.578,0
578,2012,England,Hospital,220,48,0.218,0.958,0.932,0.021,0.66,0.319,0.022,0.556,0.267,0.156,0,3.1,0.6,2.4,0.1,6.7,5.7,2.5,0.396,0.359,0.179,0.231,0.179,0.125,0.333,0.125,0.125,0.25,0.2,0.925,0.684,0.534,0.688,0.938,0.479,0.979,0.257,0.14,0.569,0.829,0.89,0
579,2012,England,Hospital,775,144,0.186,0.931,0.771,0.085,0.62,0.296,0.035,0.369,0.404,0.177,0.014,1,0.4,0.1,0.2,6.6,6.4,4,0.299,0.346,0.196,0.187,0.206,0.056,0.625,0.377,0.399,0.124,0.233,0.86,0.726,0.665,0.729,0.915,0.488,0.918,0.276,0.192,0.611,0.856,0.782,0.105
580,2012,England,Hospital,253,55,0.217,0.855,0.824,0.132,0.585,0.283,0,0.415,0.377,0.189,0.019,1.8,1,0.7,0.3,6.7,5.9,3.3,0.308,0.486,0.405,0.297,0.351,0.073,0.333,0.038,0.058,0.222,0.275,1,0.916,0.9,0.644,0.919,0.418,0.936,0.194,0.21,0.647,0.951,0.618,0
581,2012,England,Hospital,264,52,0.197,0.981,0.784,0.077,0.673,0.25,0.058,0.346,0.5,0.096,0,1.4,0.7,0.8,0.9,6.6,5.9,3.9,0.38,0.432,0.25,0.205,0.182,0.02,1,0.021,0.021,0.176,0.3,0.868,0.731,0.669,0.879,0.941,0.485,0.85,0.202,0.176,0.519,0.718,0.695,0.019
582,2012,England,Hospital,387,32,0.083,0.969,0.969,0.031,0.813,0.156,0.033,0.333,0.533,0.1,0,2.5,2.5,0.9,0,6.7,6.3,4.2,0.133,0.286,0.071,0.25,0.107,0,0,0,0,0.176,0.25,0.959,0.741,0.883,0.865,0.826,0.544,0.959,0.053,0.168,0.731,0.806,0.739,0
583,2012,England,Hospital,307,46,0.15,0.957,0.909,0.022,0.717,0.261,0.044,0.267,0.333,0.356,0,0.1,0.6,0.1,0.1,6.7,6.3,5.3,0.024,0.452,0.323,0.29,0.258,0.087,0,0.087,0.174,0.026,0.116,0.917,0.703,0.646,0.781,0.917,0.633,0.778,0.135,0.112,0.643,0.566,0.646,0.022
584,2012,England,Hospital,420,70,0.167,0.986,0.924,0.1,0.629,0.271,0.072,0.362,0.304,0.261,0,1.7,1,0.3,0.3,6.7,6.5,4.5,0.443,0.438,0.313,0.208,0.25,0.043,0.667,0.75,0.809,0.118,0.147,0.922,0.859,0.841,0.802,0.953,0.482,0.929,0.187,0.137,0.757,0.782,0.675,0
585,2012,England,Hospital,671,145,0.216,0.49,0.762,0.119,0.664,0.217,0.07,0.462,0.315,0.098,0.056,1.9,1.6,0.9,1.4,6.9,6.5,4.1,0.557,0.244,0.114,0.163,0.154,0.149,0.905,0.165,0.165,0.151,0.184,0.844,0.628,0.547,0.705,0.518,0.347,0.79,0.192,0.322,0.475,0.79,0.626,0.084
586,2012,England,Hospital,481,62,0.129,0.984,0.93,0.131,0.607,0.262,0.065,0.29,0.5,0.145,0,0.7,2,0.3,0.5,6.4,6.1,3.6,0.339,0.471,0.255,0.333,0.275,0.1,0.8,0.111,0.222,0.07,0.086,0.896,0.722,0.685,0.784,0.918,0.322,0.775,0.17,0.101,0.559,0.86,0.731,0.016
587,2012,England,Hospital,56,8,0.143,1,0.25,0.143,0.857,0,0,0.125,0.75,0.125,0,2,1.8,0.5,2.5,7,2.9,2.25,0.125,0,0,0,0,0.125,1,0.25,0.25,0.0625,0.3448,1,0.741,0.741,0.726,1,0.258,0.789,0.125,0,0.272,1,1,0
588,2012,England,Hospital,733,94,0.128,0.894,0.857,0.086,0.591,0.323,0.075,0.226,0.484,0.215,0,3.5,0.8,0.4,0.4,6.5,6.4,4.4,0.217,0.411,0.301,0.178,0.151,0.074,0.833,0.802,0.802,0.063,0.16,0.931,0.813,0.768,0.829,0.954,0.512,0.904,0.11,0.077,0.71,0.855,0.851,0.054
589,2012,England,Hospital,905,163,0.18,0.785,0.898,0.075,0.675,0.25,0.095,0.31,0.443,0.127,0.025,0.5,0.9,0.2,0.2,6.6,6.2,3.8,0.226,0.562,0.35,0.328,0.314,0.081,0.3,0.182,0.217,0.138,0.221,0.705,0.657,0.578,0.826,0.792,0.409,0.806,0.338,0.225,0.52,0.773,0.714,0.067
590,2012,England,Hospital,112,14,0.125,0.929,0.615,0.071,0.857,0.071,0.143,0.214,0.5,0.143,0,5.4,1.2,2.6,0,6.8,6.8,5.8,0.286,0,0,0,0,0.071,1,0.5,0.5,0.111,0.154,0.894,0.768,0.793,0.507,1,0.165,0.919,0.094,0.279,0.408,0.534,0.296,0
591,2012,England,Hospital,229,37,0.162,0.514,1,0,0.944,0.056,0,0.351,0.486,0.162,0,2.9,1,0.9,1.5,7,6.8,3.9,0.324,0.25,0.125,0.156,0.063,0.108,0.5,0.324,0.324,0.1,0.294,0.896,0.837,0.766,0.753,0.964,0.808,0.966,0.121,0.228,0.715,0.941,0.533,0
592,2012,England,Hospital,624,73,0.117,0.781,0.861,0.083,0.722,0.194,0.029,0.4,0.371,0.186,0.014,2.6,2.1,0.3,0.6,6.8,6.2,3.9,0.708,0.51,0.388,0.286,0.327,0.097,0.4,0.239,0.31,0.149,0.121,0.738,0.648,0.55,0.707,0.636,0.163,0.838,0.423,0.288,0.591,0.596,0.502,0.042
593,2012,England,Hospital,717,113,0.158,0.956,0.925,0.027,0.735,0.239,0.063,0.321,0.384,0.205,0.027,1.5,0.6,0.1,0.5,6.7,6.5,4.4,0.186,0.382,0.247,0.236,0.202,0.082,0.444,0.573,0.609,0.072,0.284,0.849,0.698,0.517,0.817,0.944,0.365,0.861,0.2,0.222,0.438,0.726,0.699,0.044
594,2012,England,Hospital,181,25,0.138,0.92,0.84,0.042,0.708,0.25,0.08,0.36,0.28,0.24,0.04,1.8,1.9,1,0.9,6.9,6.9,5.5,0.208,0.267,0.2,0.067,0.133,0.042,1,0,0,0,0.105,0.902,0.886,0.886,1,1,0.68,0.897,0.186,0.092,0.912,0.897,0.89,0.04
595,2012,England,Hospital,265,44,0.166,0.886,0.889,0.048,0.81,0.143,0.07,0.209,0.558,0.163,0,1.3,0.5,0.4,0,6.9,6.5,3.9,0.256,0.452,0.355,0.161,0.258,0,0,0.317,0.341,0.054,0.233,0.904,0.719,0.675,0.831,0.925,0.466,0.906,0.134,0.079,0.49,0.958,0.801,0
596,2012,England,Hospital,879,127,0.144,0.961,0.864,0.135,0.611,0.254,0.048,0.4,0.368,0.152,0.032,2.1,0.9,0.3,0.8,6.9,6.8,3.8,0.238,0.456,0.252,0.311,0.252,0.112,0.429,0.333,0.39,0.132,0.282,0.885,0.701,0.827,0.875,0.937,0.46,0.9,0.252,0.303,0.514,0.95,0.697,0.039
597,2012,England,Hospital,674,85,0.126,0.882,0.827,0.073,0.659,0.268,0.024,0.446,0.241,0.169,0.12,2.7,1.5,0.4,0.4,6.8,6.4,3.8,0.386,0.413,0.254,0.254,0.222,0.145,0.125,0.154,0.179,0.098,0.266,0.912,0.791,0.711,0.846,0.774,0.431,0.862,0.187,0.134,0.617,0.882,0.836,0.024
598,2012,England,Hospital,626,89,0.142,0.854,0.678,0.067,0.629,0.303,0.079,0.393,0.36,0.124,0.045,3,0.3,1.2,0.8,6.8,6.7,4.2,0.75,0.24,0.133,0.133,0.12,0.114,0.7,0.809,0.876,0.069,0.148,0.795,0.753,0.734,0.941,0.812,0.496,0.879,0.206,0.119,0.67,0.816,0.783,0.112
599,2012,England,Hospital,450,65,0.144,0.785,0.883,0.154,0.508,0.338,0.082,0.279,0.393,0.213,0.033,1.1,0.4,0.2,0.4,7,6.8,4.4,0.219,0.279,0.14,0.279,0.209,0.109,0.4,0.459,0.525,0.089,0.15,0.871,0.689,0.527,0.797,0.916,0.477,0.942,0.173,0.157,0.622,0.738,0.828,0.015
600,2012,England,Hospital,257,40,0.156,0.9,0.857,0.15,0.725,0.125,0.05,0.3,0.525,0.125,0,1.2,0.7,0.2,0.2,6.9,6.8,4.6,0.872,0.111,0.074,0.037,0.074,0.15,1,0.525,0.65,0.121,0.27,1,0.862,0.823,0.68,1,0.497,0.801,0.16,0.204,0.599,0.847,0.702,0
601,2012,England,Hospital,442,59,0.133,0.983,0.964,0.119,0.475,0.407,0.071,0.339,0.393,0.196,0,2.7,0.7,0.6,0.6,6.9,6.7,3.9,0.322,0.3,0.15,0.175,0.1,0.119,0.857,0.169,0.203,0.15,0.161,0.766,0.837,0.631,0.858,0.91,0.508,0.897,0.226,0.24,0.44,0.796,0.724,0.153
602,2012,England,Hospital,299,42,0.14,0.976,0.838,0.049,0.732,0.22,0.049,0.341,0.293,0.317,0,4.2,1.2,0.6,0.3,6.5,5.7,2.5,0.244,0.36,0.04,0.36,0.16,0.073,1,0.049,0.049,0.067,0.095,0.881,0.606,0.835,0.779,0.85,0.5,0.773,0.154,0.196,0.617,0.764,0.612,0
603,2012,England,Hospital,378,60,0.159,0.817,0.831,0.05,0.65,0.3,0.055,0.327,0.582,0.036,0,1.3,1.1,0.2,0.7,6.9,6.4,4.1,0.25,0.264,0.208,0.113,0.094,0.15,0.5,0.424,0.458,0.077,0.276,0.774,0.669,0.638,0.889,0.85,0.421,0.831,0.148,0.124,0.506,0.889,0.78,0.033
604,2012,England,Hospital,579,114,0.197,0.939,0.894,0.134,0.67,0.196,0.134,0.33,0.348,0.161,0.027,2.2,1,0.9,0.3,6.9,6.8,4.8,0.46,0.253,0.184,0.115,0.138,0.143,0.938,0.893,0.922,0.12,0.176,0.883,0.721,0.562,0.737,0.869,0.539,0.883,0.244,0.233,0.551,0.926,0.826,0.044
605,2012,England,Hospital,240,73,0.304,0.438,0.873,0.083,0.694,0.222,0.028,0.431,0.403,0.139,0,0.9,1.1,0.5,0.1,6.6,6.3,3.4,0.589,0.458,0.237,0.271,0.169,0.085,0.4,0.113,0.408,0.122,0.23,0.807,0.678,0.424,0.745,0.688,0.354,0.823,0.291,0.276,0.461,0.586,0.45,0
606,2012,England,Hospital,481,90,0.187,0.511,0.933,0.067,0.6,0.333,0.022,0.6,0.344,0.033,0,0.7,0.6,0,0.1,6.9,5.9,2.6,0.333,0.575,0.313,0.5,0.363,0.124,0.455,0.172,0.276,0.133,0.2,0.626,0.504,0.464,0.968,0.754,0.329,0.864,0.38,0.119,0.601,0.798,0.507,0.111
607,2012,England,Hospital,99,15,0.152,0.667,0.133,0,0.733,0.267,0,0.133,0.533,0.133,0.2,0.7,0,0,0,7,7,5.6,0.133,0.75,0.417,0.5,0.417,0,0,0,0,0,0.067,0.83,0.797,0.913,0.727,0.862,0.599,1,0.17,0.257,0.659,0.906,0.554,0
