audit_year,Country,Hospital/Site,Hospital Beds (HC),Diabetic Patients (BA),Prevalence of diabetes,Percentage White,Percentage emergency,Percentage Mangement of diabetes,Percentage other medical,Percentage Non Medical,Percentage Diabetes Type 1,Percentage Diabetes Type 2 - Insulin,Percentage Diabetes Type 2 - Non insulin,Percentage Diabetes Type 2 - Diet only,Percentage Diabetes Type Other,Nursing hours,Consultant hours,Dietician hours,Podiatrist hours, Blood Glucose monitoring Days , Appropriate Days , Good Diabetes Days ,Visit by specialist diabetes team,Medication errors,prescription errors,management errors,Insulin Errors,Admitted with foot disease,Seen by the MDT within 24 hours,Foot Risk Assessment completed within 24 hours,Foot Risk Assessment completed during the hospital stay,% Severe Hypo,% Minor Hypo,Meals Suitable,Meals Timing,Meals Choice,Staff Knowledge - Answer Qs,Staff Knowledge - Emotional support,Staff Knowledge - Work together,Overall Satisfaction,Patient reported unexpected high,Patient reported unexpected low,Able to take control of diabetes care,Staff aware of diabetes,some all or most staff know enough about diabetes,Percentage renal replacement therapy
2011,England,Hospital,443,26,5.90%,88.00%,83.30%,0.00%,76.00%,24.00%,16.00%,48.00%,24.00%,12.00%,0.00%,0.92,0.27, -   ,0.15,5.93,5.56,2.25,19.20%,50.00%,36.40%,27.30%,36.40%,5.00%,0.00%,4.80%,4.80%,15.40%,34.60%,80.00%,80.00%,88.90%,71.40%,85.70%,55.60%,88.90%,30.00%,80.00%,77.80%,100.00%,66.70%,15.40%
2011,England,Hospital,237,41,17.30%,95.00%,74.40%,7.30%,58.50%,34.10%,4.90%,26.80%,31.70%,36.60%,0.00%,0.63,0.05,0.02,0.02,6.81,5.69,3.81,23.10%,44.40%,19.40%,33.30%,22.20%,0.00%,n/a,0.00%,0.00%,9.80%,22.00%,90.00%,100.00%,83.30%,60.00%,100.00%,33.30%,88.90%,0.00%,0.00%,100.00%,70.00%,66.70%,0.00%
2011,England,Hospital,368,60,16.30%,74.60%,86.40%,8.60%,69.00%,22.40%,8.90%,23.20%,41.10%,21.40%,5.40%,0.5,0.22,0.25,0.1,6.95,6.63,3.15,38.60%,44.20%,30.80%,26.90%,23.10%,3.90%,0.00%,18.40%,24.50%,18.30%,21.70%,73.50%,54.50%,53.30%,44.40%,87.00%,35.30%,91.20%,33.30%,45.50%,44.80%,82.40%,44.10%,1.70%
2011,England,Hospital,335,86,25.70%,41.70%,85.70%,10.80%,71.10%,18.10%,1.20%,45.20%,40.50%,13.10%,0.00%,0.37,0.14, -   , -   ,6.69,6.55,3.74,47.00%,22.90%,15.70%,10.00%,15.70%,9.60%,100.00%,62.10%,63.60%,8.10%,24.40%,96.00%,78.30%,78.30%,72.70%,94.70%,66.70%,91.70%,39.10%,21.70%,72.70%,96.00%,92.00%,1.20%
2011,England,Hospital,76,15,19.70%,100.00%,14.30%,7.10%,57.10%,35.70%,0.00%,33.30%,20.00%,46.70%,0.00%,0.2,0.13, -   , -   ,6.67,6.33,5.43,13.30%,15.40%,7.70%,15.40%,7.70%,0.00%,n/a,0.00%,0.00%,0.00%,6.70%,100.00%,100.00%,100.00%,0.00%,100.00%,66.70%,83.30%,0.00%,0.00%,33.30%,83.30%,83.30%,0.00%
2011,England,Hospital,331,56,16.90%,100.00%,89.30%,7.10%,75.00%,17.90%,10.70%,32.10%,33.90%,23.20%,0.00%,0.21,0.07,0.3, -   ,6.78,6.51,3.54,7.30%,38.80%,18.40%,30.60%,26.50%,9.50%,0.00%,9.80%,9.80%,8.90%,7.10%,87.10%,62.50%,82.60%,69.20%,60.00%,35.70%,76.70%,25.80%,12.90%,70.80%,80.60%,70.00%,1.90%
2011,England,Hospital,280,33,11.80%,93.90%,93.90%,6.10%,66.70%,27.30%,0.00%,40.00%,30.00%,30.00%,0.00%,0.42,0.18, -   ,0.12,6.53,6.42,4.56,18.20%,20.00%,12.00%,12.00%,20.00%,0.00%,n/a,12.50%,12.50%,0.00%,6.10%,84.60%,87.50%,81.80%,84.60%,94.10%,66.70%,96.20%,18.50%,11.10%,45.50%,85.20%,88.90%,0.00%
2011,England,Site,521,93,17.90%,89.90%,76.40%,3.30%,75.00%,21.70%,7.70%,34.10%,42.90%,15.40%,0.00%,0.89, -   ,0.12, -   ,6.75,6.62,4.19,45.20%,29.90%,15.60%,18.20%,14.30%,3.70%,0.00%,4.90%,8.50%,12.90%,28.00%,96.40%,69.20%,88.00%,63.60%,100.00%,23.10%,92.30%,29.60%,29.60%,59.10%,82.80%,85.20%,5.60%
2011,England,Hospital,153,19,12.40%,89.50%,73.70%,5.30%,42.10%,52.60%,15.80%,31.60%,36.80%,10.50%,5.30%,0.58,0.11, -   ,0.21,7,6.88,4.81,57.90%,5.60%,0.00%,5.60%,5.60%,21.10%,100.00%,36.80%,47.40%,0.00%,5.30%,85.70%,28.60%,38.50%,28.60%,100.00%,50.00%,100.00%,14.30%,0.00%,41.70%,100.00%,78.60%,0.00%
2011,England,Hospital,590,80,13.60%,86.10%,91.10%,2.50%,82.50%,15.00%,5.00%,30.00%,52.50%,12.50%,0.00%,0.58,0.33,0.19,0.15,6.6,5.36,3.75,30.80%,40.00%,27.70%,20.00%,26.20%,1.60%,100.00%,3.20%,3.20%,11.30%,25.00%,81.30%,70.60%,56.30%,54.50%,83.30%,37.50%,87.50%,31.30%,25.00%,71.40%,94.40%,52.90%,1.30%
2011,England,Hospital,319,50,15.70%,96.00%,93.90%,4.20%,77.10%,18.80%,4.20%,29.20%,47.90%,18.80%,0.00%,1.98,0.12, -   , -   ,6.65,6.08,4.26,20.00%,22.70%,20.50%,11.40%,11.40%,4.10%,0.00%,0.00%,2.10%,6.00%,18.00%,77.80%,84.00%,60.00%,50.00%,87.50%,40.70%,77.80%,25.90%,37.00%,64.00%,85.70%,63.00%,0.00%
2011,England,Hospital,344,50,14.50%,58.30%,74.00%,16.00%,66.00%,18.00%,4.00%,32.00%,48.00%,16.00%,0.00%,0.8,0.17,0.08,0.06,6.57,6.52,4.53,26.50%,16.70%,12.50%,8.30%,10.40%,26.50%,83.30%,34.10%,40.90%,12.00%,28.00%,74.20%,66.70%,51.90%,68.40%,92.90%,55.20%,90.30%,23.30%,20.00%,76.00%,87.50%,65.50%,4.20%
2011,England,Hospital,452,45,10.00%,47.60%,65.10%,6.80%,63.60%,29.50%,2.30%,43.20%,43.20%,11.40%,0.00%,2.04,0.22,0.11, -   ,6.84,6.51,4.38,32.60%,50.00%,34.10%,25.00%,31.80%,11.60%,100.00%,9.50%,19.00%,11.10%,28.90%,85.00%,80.00%,63.20%,50.00%,78.60%,45.00%,85.00%,30.00%,20.00%,70.60%,100.00%,70.00%,2.30%
2011,England,Hospital,312,65,20.80%,55.70%,65.60%,6.30%,84.10%,9.50%,1.50%,55.40%,21.50%,16.90%,4.60%,0.46,0.11,0.03,0.03,6.91,6.54,3.98,27.40%,42.60%,32.80%,18.00%,31.10%,8.80%,50.00%,10.50%,12.30%,10.80%,24.60%,61.30%,60.00%,53.60%,59.10%,60.00%,48.40%,76.70%,38.70%,35.50%,72.40%,81.30%,67.70%,32.80%
2011,England,Hospital,85,13,15.30%,100.00%,0.00%,0.00%,38.50%,61.50%,0.00%,8.30%,58.30%,33.30%,0.00%,0.08, -   ,0.08, -   ,6.36,3.82,4.93,0.00%,7.70%,0.00%,7.70%,0.00%,0.00%,n/a,16.70%,16.70%,0.00%,15.40%,77.80%,100.00%,50.00%,33.30%,66.70%,40.00%,80.00%,10.00%,10.00%,25.00%,70.00%,70.00%,0.00%
2011,England,Hospital,374,39,10.40%,82.90%,86.80%,7.90%,73.70%,18.40%,17.90%,17.90%,61.50%,2.60%,0.00%,0.15,0.1, -   , -   ,6.58,6.39,4.04,5.40%,30.60%,8.30%,22.20%,13.90%,3.30%,0.00%,6.70%,6.70%,10.30%,12.80%,66.70%,42.90%,42.90%,80.00%,66.70%,50.00%,60.00%,25.00%,0.00%,66.70%,90.00%,55.60%,0.00%
2011,England,Hospital,350,62,17.70%,72.10%,90.00%,14.50%,74.20%,11.30%,3.30%,44.30%,34.40%,14.80%,3.30%,0.31,0.19, -   ,0.16,6.92,6.17,3.58,40.00%,31.60%,19.30%,17.50%,17.50%,11.70%,71.40%,28.80%,33.90%,16.10%,30.60%,63.60%,58.60%,50.00%,50.00%,87.00%,45.70%,88.60%,23.50%,29.40%,55.20%,77.80%,50.00%,1.60%
2011,England,Hospital,528,55,10.40%,100.00%,85.20%,9.10%,54.50%,36.40%,3.70%,31.50%,50.00%,14.80%,0.00%,1.15,0.22,0.09,0.01,6.7,6.45,4.85,56.60%,37.00%,21.70%,19.60%,17.40%,10.00%,75.00%,35.30%,39.20%,5.50%,20.00%,85.70%,75.00%,60.00%,46.70%,66.70%,52.40%,78.30%,18.20%,31.80%,57.90%,83.30%,78.30%,1.80%
2011,England,Hospital,401,48,12.00%,100.00%,83.30%,4.20%,70.80%,25.00%,2.10%,33.30%,47.90%,14.60%,2.10%,0.6,0.88, -   ,0.04,6.69,6.46,4.79,43.50%,36.60%,31.70%,17.10%,12.20%,9.80%,33.30%,41.90%,51.20%,18.80%,31.30%,93.10%,77.80%,92.60%,46.20%,84.20%,48.30%,90.00%,13.80%,31.00%,63.00%,93.50%,74.10%,0.00%
2012,Wales,Hospital,299,58,19.40%,89.70%,83.60%,7.10%,67.90%,25.00%,5.40%,33.90%,37.50%,23.20%,0.00%,1.4,1.2,0.6,1,6.6,6.1,3.6,40.40%,43.90%,24.40%,24.40%,24.40%,14.00%,50.00%,24.60%,31.60%,12.00%,28.60%,88.90%,68.40%,68.60%,65.50%,91.60%,57.90%,77.50%,10.60%,14.90%,42.10%,78.30%,65.60%,3.50%
2012,Wales,Hospital,379,68,17.90%,98.50%,92.40%,11.80%,69.10%,19.10%,3.00%,38.80%,38.80%,17.90%,1.50%,1.8,1.1,0.6,0,6.7,6.3,4.3,25.00%,46.20%,25.00%,32.70%,25.00%,10.40%,100.00%,22.40%,23.90%,6.30%,19.70%,72.30%,87.70%,69.10%,91.10%,81.90%,52.40%,80.00%,20.50%,33.30%,50.30%,83.00%,74.20%,1.50%
2012,Wales,Hospital,305,47,15.40%,93.60%,80.00%,14.90%,55.30%,29.80%,10.90%,21.70%,52.20%,15.20%,0.00%,2.1,0.4,0.3,0.3,6.6,6.5,3.1,27.70%,30.80%,10.30%,28.20%,15.40%,21.30%,40.00%,19.60%,30.40%,5.90%,19.50%,84.60%,67.00%,58.60%,82.40%,95.20%,57.50%,91.20%,34.80%,12.10%,60.80%,87.20%,64.60%,4.30%
2012,Wales,Hospital,216,23,10.60%,95.70%,69.60%,21.70%,21.70%,56.50%,4.50%,22.70%,54.50%,18.20%,0.00%,3.1,0.5,0.5,1,6.5,6.5,5.1,60.90%,25.00%,18.80%,6.30%,0.00%,26.10%,33.30%,21.70%,21.70%,4.80%,9.10%,86.20%,88.00%,73.80%,93.30%,89.90%,78.20%,92.10%,20.10%,23.80%,52.00%,95.70%,96.90%,0.00%
2012,Wales,Hospital,112,18,16.10%,100.00%,88.90%,0.00%,77.80%,22.20%,5.60%,16.70%,50.00%,27.80%,0.00%,2.1,0.7,1.9,1.8,6.9,6.9,4.8,41.20%,25.00%,25.00%,8.30%,0.00%,0.00%,N/A,11.80%,17.60%,0.00%,11.80%,100.00%,77.10%,100.00%,100.00%,100.00%,65.50%,88.10%,21.40%,5.00%,49.40%,100.00%,83.00%,0.00%
2012,Wales,Hospital,178,33,18.50%,100.00%,83.90%,3.00%,72.70%,24.20%,3.00%,24.20%,51.50%,21.20%,0.00%,2.1,0.3,0.3,0.7,6.9,6.8,5.1,39.40%,8.00%,0.00%,8.00%,0.00%,3.00%,100.00%,9.70%,19.40%,14.30%,35.00%,94.30%,96.00%,95.90%,100.00%,100.00%,45.20%,95.30%,39.00%,10.80%,52.60%,95.00%,88.00%,0.00%
2012,Wales,Hospital,217,25,11.50%,100.00%,83.30%,8.00%,72.00%,20.00%,4.00%,20.00%,56.00%,20.00%,0.00%,1.6,0.4,0.8,0.7,6.3,5.8,3.3,32.00%,40.00%,20.00%,33.30%,26.70%,8.00%,100.00%,8.00%,8.00%,20.00%,24.00%,88.80%,95.40%,64.40%,75.10%,100.00%,34.60%,100.00%,21.00%,31.60%,64.80%,84.70%,69.40%,4.00%
2012,Wales,Hospital,317,69,21.80%,94.20%,90.20%,2.90%,63.80%,33.30%,6.00%,25.40%,47.80%,20.90%,0.00%,2,0.8,0.1,0.4,6.5,6.1,4.1,25.80%,48.10%,27.80%,27.80%,20.40%,5.80%,33.30%,8.70%,11.60%,7.00%,30.60%,94.00%,76.90%,59.20%,60.80%,96.20%,67.50%,94.70%,7.10%,12.50%,37.50%,66.00%,83.80%,0.00%
2012,Wales,Hospital,203,34,16.70%,85.30%,93.90%,0.00%,97.10%,2.90%,9.40%,28.10%,43.80%,18.80%,0.00%,1.8,1.8,0.2,0.6,7,6.7,2.9,52.90%,20.70%,3.40%,17.20%,13.80%,8.80%,0.00%,6.10%,21.20%,5.30%,21.20%,86.00%,78.50%,85.80%,82.40%,89.30%,59.90%,89.60%,16.60%,10.60%,64.10%,83.60%,93.50%,0.00%
2012,Wales,Hospital,506,75,14.80%,93.30%,77.50%,9.50%,51.40%,39.20%,12.30%,31.50%,35.60%,20.50%,0.00%,1.6,0.5,0.3,0.5,6.5,6,4.3,21.90%,34.70%,14.30%,24.50%,24.50%,14.70%,20.00%,18.30%,19.70%,16.70%,21.70%,77.50%,53.80%,47.60%,65.90%,66.90%,36.00%,79.60%,22.30%,27.90%,58.70%,91.30%,61.60%,6.70%
2012,Wales,Hospital,750,137,18.30%,91.20%,76.00%,15.60%,57.00%,27.40%,8.10%,35.30%,41.20%,14.70%,0.70%,1,0.3,0.1,0.1,6.7,6.4,4.3,18.70%,44.00%,23.90%,30.30%,22.00%,9.20%,18.20%,4.70%,5.50%,9.00%,21.40%,77.30%,66.70%,54.60%,65.00%,77.00%,32.10%,75.50%,21.20%,25.30%,40.80%,84.00%,54.90%,10.30%
2012,Wales,Hospital,364,66,18.10%,89.40%,90.00%,4.70%,82.80%,12.50%,3.10%,18.80%,39.10%,35.90%,3.10%,0.9,0.7,0.2,0.3,6.6,6.6,4.7,30.20%,41.90%,27.90%,18.60%,14.00%,3.10%,50.00%,22.20%,27.00%,8.20%,6.90%,87.20%,71.00%,56.00%,63.30%,89.00%,51.20%,79.60%,18.40%,22.60%,60.00%,79.10%,53.20%,0.00%
2012,Wales,Hospital,314,68,21.70%,100.00%,88.10%,4.40%,73.50%,22.10%,5.90%,32.40%,42.60%,19.10%,0.00%,2.4,0.4,0.9,0.6,6.4,5.4,4.2,48.50%,26.00%,18.00%,12.00%,10.00%,10.30%,40.00%,16.20%,17.60%,9.40%,18.20%,78.70%,73.60%,72.60%,89.60%,100.00%,62.70%,95.50%,15.10%,18.00%,59.50%,95.50%,94.50%,1.50%
2012,Wales,Hospital,294,45,15.30%,100.00%,97.70%,6.80%,56.80%,36.40%,8.90%,31.10%,40.00%,20.00%,0.00%,3.3,1.3,0,0,6.7,6.4,4.8,73.30%,21.60%,10.80%,10.80%,10.80%,8.90%,33.30%,13.60%,22.70%,14.70%,26.70%,100.00%,90.20%,74.40%,77.10%,80.50%,44.20%,95.50%,8.50%,14.80%,53.00%,93.20%,84.30%,2.20%
2012,Wales,Hospital,378,58,15.30%,96.60%,90.90%,15.50%,62.10%,22.40%,7.10%,48.20%,30.40%,14.30%,0.00%,0.9,0.7,0.9,0.1,6.7,6,3.7,72.40%,33.30%,20.80%,16.70%,22.90%,7.00%,100.00%,44.80%,55.20%,30.60%,22.40%,89.20%,75.20%,77.90%,94.40%,89.50%,58.70%,88.10%,17.90%,27.40%,69.50%,91.70%,90.00%,0.00%
2012,Wales,Hospital,550,96,17.50%,91.70%,87.50%,12.80%,72.30%,14.90%,4.30%,45.20%,36.60%,14.00%,0.00%,1.7,0.8,0.8,0.4,6.5,6,4,27.20%,45.50%,25.80%,27.30%,21.20%,13.00%,58.30%,15.70%,19.10%,9.10%,18.10%,87.90%,75.70%,63.60%,70.00%,100.00%,45.90%,76.60%,21.50%,32.00%,57.90%,82.20%,71.90%,2.10%
2012,Wales,Hospital,143,25,17.50%,100.00%,56.50%,12.00%,76.00%,12.00%,4.00%,44.00%,40.00%,12.00%,0.00%,1,0.6,0.3,0.3,5.5,4.9,4,28.00%,38.90%,22.20%,33.30%,33.30%,4.00%,100.00%,40.00%,40.00%,4.80%,8.70%,63.40%,88.90%,64.50%,86.20%,85.40%,35.00%,80.20%,23.70%,18.20%,52.90%,93.00%,69.70%,0.00%
2012,England,Hospital,232,28,12.10%,89.30%,84.00%,3.70%,63.00%,33.30%,0.00%,33.30%,55.60%,11.10%,0.00%,3.4,0.8,0.3,1.3,6.5,6,3.3,35.70%,37.50%,33.30%,25.00%,20.80%,3.60%,100.00%,67.90%,82.10%,13.30%,19.20%,83.10%,45.60%,63.70%,66.10%,75.80%,21.50%,68.60%,33.30%,5.50%,36.60%,63.40%,67.90%,0.00%
2012,England,Hospital,413,78,18.90%,94.90%,87.80%,6.50%,57.10%,36.40%,5.30%,45.30%,28.00%,20.00%,1.30%,0.7,0.7,0,0.2,6.6,5.9,3.5,38.50%,29.50%,9.80%,24.60%,11.50%,6.50%,50.00%,9.10%,13.00%,9.10%,24.30%,66.40%,63.10%,58.00%,73.50%,83.10%,26.40%,74.80%,27.30%,33.60%,44.00%,70.10%,55.30%,1.30%
2012,England,Hospital,229,36,15.70%,100.00%,88.90%,2.80%,55.60%,41.70%,8.30%,33.30%,41.70%,16.70%,0.00%,1.4,1.6,0.5,0.3,7,6.4,4,29.40%,33.30%,6.70%,30.00%,16.70%,5.90%,50.00%,24.20%,30.30%,16.70%,24.20%,97.80%,96.20%,86.70%,82.00%,89.70%,65.00%,89.70%,16.70%,9.90%,71.10%,85.70%,79.30%,2.80%
2012,England,Hospital,269,44,16.40%,95.50%,92.90%,20.90%,60.50%,18.60%,7.30%,26.80%,46.30%,19.50%,0.00%,1,0.5,0.4,0.2,6.9,6.5,3.7,34.90%,31.30%,25.00%,12.50%,15.60%,14.00%,83.30%,38.10%,40.50%,15.60%,20.50%,91.00%,68.20%,55.50%,85.90%,100.00%,29.60%,86.40%,42.60%,36.30%,82.60%,81.20%,65.60%,0.00%
2012,England,Site,551,86,15.60%,88.40%,67.50%,10.70%,52.40%,36.90%,10.50%,29.10%,40.70%,17.40%,2.30%,2.1,0.2,0,0,6.8,6.5,3.9,28.90%,53.10%,26.60%,39.10%,25.00%,17.40%,33.30%,21.00%,22.20%,4.40%,13.60%,88.50%,78.90%,68.30%,82.70%,82.60%,51.30%,87.70%,31.40%,22.00%,57.80%,81.40%,64.00%,0.00%
2012,England,Hospital,360,39,10.80%,92.30%,84.60%,5.10%,66.70%,28.20%,8.10%,37.80%,32.40%,21.60%,0.00%,4.8,0.8,1.9,1,6.7,6.1,4.1,29.70%,37.00%,29.60%,11.10%,18.50%,10.30%,50.00%,43.60%,51.30%,2.90%,13.50%,94.50%,73.30%,69.20%,60.20%,100.00%,54.10%,67.30%,14.40%,10.00%,36.30%,58.60%,57.20%,0.00%
2012,England,Hospital,553,80,14.50%,60.00%,82.50%,15.20%,62.00%,22.80%,6.30%,40.50%,35.40%,16.50%,1.30%,1.1,0.8,0.6,1.2,6.8,6.1,4.7,21.50%,46.00%,33.30%,17.50%,19.00%,11.40%,100.00%,38.50%,39.70%,20.00%,33.80%,89.70%,72.00%,58.60%,84.30%,85.20%,60.60%,76.60%,17.90%,17.80%,42.30%,63.00%,66.50%,3.80%
2012,England,Hospital,48,6,12.50%,66.70%,83.30%,0.00%,100.00%,0.00%,0.00%,50.00%,16.70%,33.30%,0.00%,1.7,0,1,1,6.8,5.7,5.4,16.70%,50.00%,25.00%,25.00%,50.00%,0.00%,N/A,0.00%,0.00%,0.00%,33.30%,77.70%,100.00%,77.70%,72.00%,100.00%,67.40%,77.70%,39.50%,22.30%,82.80%,62.30%,100.00%,0.00%
2012,England,Hospital,548,75,13.70%,94.70%,76.90%,6.90%,48.60%,44.40%,4.30%,39.10%,43.50%,11.60%,1.40%,0.7,0.4,0.4,0,6.7,6.5,4.1,27.50%,43.90%,19.30%,28.10%,21.10%,14.30%,77.80%,18.50%,18.50%,12.20%,13.80%,96.70%,68.40%,66.10%,73.60%,87.50%,53.60%,92.40%,13.90%,9.50%,62.00%,88.00%,73.20%,4.10%
2012,England,Hospital,555,106,19.10%,40.60%,57.10%,4.90%,62.70%,32.40%,6.90%,56.40%,29.70%,3.00%,4.00%,0.6,0.2,0,0.1,6.8,6.6,4.3,29.80%,46.00%,28.70%,31.00%,26.40%,9.80%,30.00%,24.20%,28.40%,13.50%,23.00%,76.20%,53.60%,57.60%,51.80%,57.10%,19.50%,74.40%,27.00%,15.90%,33.30%,69.50%,50.70%,14.20%
2012,England,Hospital,290,40,13.80%,65.00%,85.70%,5.10%,74.40%,20.50%,13.20%,31.60%,42.10%,10.50%,2.60%,3.5,1.2,0.2,1.3,6.6,4.7,2.6,27.50%,35.30%,17.60%,17.60%,11.80%,7.90%,100.00%,13.20%,13.20%,22.60%,42.40%,80.80%,81.00%,67.00%,69.80%,64.60%,29.90%,73.90%,33.40%,20.70%,55.20%,91.80%,54.90%,0.00%
2012,England,Hospital,510,70,13.70%,97.10%,88.20%,12.90%,67.10%,20.00%,4.30%,37.10%,37.10%,18.60%,2.90%,1.1,0.4,0.4,0.2,6.7,6,3.3,31.90%,36.20%,22.40%,22.40%,19.00%,11.40%,62.50%,33.30%,39.10%,22.00%,25.00%,86.60%,68.60%,75.70%,82.40%,92.70%,16.60%,93.40%,4.00%,8.80%,44.80%,69.40%,59.50%,0.00%
2012,England,Hospital,268,45,16.80%,97.80%,80.00%,13.30%,66.70%,20.00%,2.20%,46.70%,35.60%,15.60%,0.00%,1.6,0.9,0.7,0.4,6.7,6.4,4.2,43.20%,39.40%,33.30%,12.10%,18.20%,11.60%,80.00%,28.60%,33.30%,16.20%,21.40%,92.10%,79.80%,66.30%,79.60%,85.90%,60.00%,68.50%,40.10%,32.50%,53.50%,73.70%,63.90%,6.70%
2012,England,Hospital,129,15,11.60%,80.00%,6.70%,0.00%,26.70%,73.30%,46.70%,33.30%,13.30%,6.70%,0.00%,0,0.1,0,0,6.6,5.7,3.3,0.00%,33.30%,33.30%,25.00%,25.00%,13.30%,100.00%,0.00%,0.00%,25.00%,40.00%,82.40%,78.00%,66.10%,72.40%,91.70%,49.50%,66.10%,18.30%,32.70%,93.10%,88.00%,73.00%,6.70%
2012,England,Hospital,386,75,19.40%,84.00%,91.40%,4.00%,62.70%,33.30%,2.70%,38.70%,40.00%,18.70%,0.00%,1,0.4,0.3,0.2,6.9,6.8,4.4,36.00%,25.90%,9.30%,18.50%,16.70%,6.70%,75.00%,30.10%,32.90%,6.90%,12.00%,77.60%,66.80%,53.80%,73.10%,70.50%,42.90%,79.30%,21.20%,24.40%,51.40%,83.50%,55.90%,1.30%
2012,England,Hospital,764,93,12.20%,97.80%,89.10%,9.70%,58.10%,32.30%,6.50%,36.60%,29.00%,28.00%,0.00%,0.6,0.4,0.6,0.2,6.4,5.8,4.7,37.80%,36.50%,27.00%,19.00%,27.00%,7.60%,40.00%,10.10%,10.10%,15.80%,14.60%,94.10%,73.80%,80.00%,85.10%,87.60%,26.80%,89.80%,18.10%,20.70%,51.80%,77.30%,61.70%,6.50%
2012,England,Hospital,86,10,11.60%,90.00%,70.00%,0.00%,77.80%,22.20%,10.00%,30.00%,40.00%,20.00%,0.00%,1.5,0.6,0.6,0.6,7,N/A,5.1,40.00%,44.40%,33.30%,33.30%,44.40%,0.00%,N/A,0.00%,0.00%,66.70%,20.00%,100.00%,80.40%,53.10%,72.70%,58.30%,42.40%,100.00%,0.00%,30.30%,64.60%,49.90%,100.00%,0.00%
2012,England,Site,677,77,11.40%,94.80%,81.90%,1.30%,70.10%,28.60%,2.60%,23.40%,57.10%,16.90%,0.00%,2,0.9,0.5,0.2,6.1,5.7,3.8,6.90%,61.20%,51.00%,32.70%,16.30%,4.10%,50.00%,1.40%,1.40%,9.10%,15.40%,80.20%,75.20%,72.30%,61.70%,84.00%,24.80%,84.80%,24.90%,13.60%,51.30%,77.10%,55.50%,0.00%
2012,England,Hospital,384,61,15.90%,98.40%,91.40%,3.40%,69.50%,27.10%,6.60%,31.10%,34.40%,27.90%,0.00%,0.1,0.6,0.5,0.7,6.8,6.7,4.5,13.30%,32.50%,17.50%,25.00%,25.00%,5.00%,100.00%,50.00%,60.30%,9.60%,29.10%,91.60%,78.80%,63.10%,87.70%,92.50%,24.70%,93.40%,19.60%,13.90%,48.20%,91.00%,76.40%,0.00%
2012,England,Hospital,219,28,12.80%,96.40%,89.30%,3.60%,64.30%,32.10%,3.60%,25.00%,32.10%,39.30%,0.00%,5.3,0.7,0.4,0.3,6.7,6.7,5.2,48.10%,55.60%,33.30%,44.40%,33.30%,8.00%,0.00%,12.00%,16.00%,12.50%,16.70%,100.00%,85.50%,75.20%,82.10%,100.00%,60.80%,82.90%,35.20%,28.40%,80.80%,100.00%,64.20%,0.00%
2012,England,Hospital,280,57,20.40%,84.20%,92.70%,7.00%,59.60%,33.30%,5.30%,43.90%,36.80%,14.00%,0.00%,2.1,0.6,1.2,0.4,7,6.9,3.9,25.50%,32.60%,17.40%,19.60%,28.30%,3.60%,100.00%,1.80%,1.80%,7.10%,28.00%,87.10%,82.20%,64.00%,90.80%,90.90%,58.70%,84.60%,19.10%,14.20%,51.80%,77.70%,59.40%,0.00%
2012,England,Hospital,272,69,25.40%,29.00%,84.60%,4.30%,79.70%,15.90%,0.00%,48.50%,36.80%,11.80%,2.90%,1.4,0.5,1.2,0.5,6.2,5.4,2.4,32.80%,53.40%,32.80%,29.30%,22.40%,2.90%,0.00%,10.60%,13.60%,11.80%,20.60%,76.30%,44.60%,36.60%,64.60%,74.70%,24.40%,72.00%,39.60%,26.10%,52.40%,81.20%,62.90%,4.30%
2012,England,Hospital,498,94,18.90%,69.10%,96.70%,4.30%,78.50%,17.20%,4.30%,27.70%,53.20%,14.90%,0.00%,1.5,0.8,0.7,0.3,6.8,6.3,4.2,30.90%,36.10%,27.80%,13.90%,16.70%,6.40%,50.00%,25.80%,29.00%,6.00%,23.60%,92.80%,92.30%,76.70%,70.80%,84.30%,45.40%,92.80%,21.30%,16.70%,63.10%,91.60%,76.00%,0.00%
2012,England,Hospital,252,28,11.10%,100.00%,92.60%,0.00%,60.70%,39.30%,3.70%,37.00%,51.90%,7.40%,0.00%,4.4,1.5,0.6,4.1,7,6.9,5.6,14.30%,40.00%,15.00%,25.00%,20.00%,0.00%,N/A,32.10%,32.10%,14.80%,32.10%,100.00%,79.90%,81.50%,95.60%,90.20%,52.70%,95.10%,5.40%,11.50%,41.90%,86.00%,79.40%,0.00%
2012,England,Hospital,261,28,10.70%,89.30%,88.50%,10.70%,67.90%,21.40%,0.00%,21.40%,64.30%,14.30%,0.00%,4.4,1.1,0.7,0.2,6.8,6.7,4.5,28.60%,37.50%,33.30%,12.50%,8.30%,3.70%,100.00%,100.00%,100.00%,0.00%,14.80%,100.00%,61.30%,54.50%,100.00%,100.00%,23.10%,100.00%,17.60%,10.50%,43.20%,44.40%,44.90%,0.00%
2012,England,Hospital,421,70,16.60%,95.70%,89.10%,4.30%,78.30%,17.40%,5.70%,38.60%,38.60%,17.10%,0.00%,2.1,0.5,1,1.1,6.8,6.5,4.3,60.00%,32.70%,20.40%,14.30%,10.20%,7.10%,40.00%,20.90%,25.40%,10.20%,27.30%,86.00%,100.00%,84.50%,82.80%,100.00%,91.60%,93.80%,19.30%,27.50%,66.20%,84.40%,79.20%,0.00%
